"ID";"BronTechniek";"Energietoepassingen";"Perioden";"BrutoEindverbruik_1";"BrutoEindverbruikRelatief_2";"VermedenVerbruik_3";"VermedenVerbruikRelatief_4";"VermedenEmissie_5";"VermedenEmissieRelatief_6"
"2194";"E006656 ";"E007028 ";"2009JJ00";"";"";"";"";"";""
"2195";"E006656 ";"E007028 ";"2010JJ00";"";"";"";"";"";""
"2196";"E006656 ";"E007028 ";"2011JJ00";"";"";"";"";"";""
"2197";"E006656 ";"E007028 ";"2012JJ00";"";"";"";"";"";""
"2198";"E006656 ";"E007028 ";"2013JJ00";"";"";"";"";"";""
"2199";"E006656 ";"E007028 ";"2014JJ00";"";"";"";"";"";""
"2200";"E006656 ";"E007028 ";"2015JJ00";"";"";"";"";"";""
"2201";"E006656 ";"E007028 ";"2016JJ00";"";"";"";"";"";""
"2202";"E006656 ";"E007028 ";"2017JJ00";"";"";"";"";"";""
"2203";"E006656 ";"E007028 ";"2018JJ00";"";"";"";"";"";""
"2204";"E006566 ";"E007022 ";"1990JJ00";"   21163";"    1.16";"   15259";"    0.54";"     949";"    0.58"
"2205";"E006566 ";"E007022 ";"1991JJ00";"   21755";"    1.12";"   16426";"    0.56";"    1014";"    0.59"
"2206";"E006566 ";"E007022 ";"1992JJ00";"   22187";"    1.16";"   16612";"    0.57";"    1015";"    0.59"
"2207";"E006566 ";"E007022 ";"1993JJ00";"   22788";"    1.15";"   17361";"    0.58";"    1064";"    0.62"
"2208";"E006566 ";"E007022 ";"1994JJ00";"   22929";"    1.17";"   17549";"    0.59";"    1093";"    0.62"
"2209";"E006566 ";"E007022 ";"1995JJ00";"   23720";"    1.17";"   18345";"    0.60";"    1155";"    0.67"
"2210";"E006566 ";"E007022 ";"1996JJ00";"   25786";"    1.17";"   21312";"    0.65";"    1353";"    0.74"
"2211";"E006566 ";"E007022 ";"1997JJ00";"   28396";"    1.34";"   23922";"    0.76";"    1528";"    0.87"
"2212";"E006566 ";"E007022 ";"1998JJ00";"   29060";"    1.37";"   25145";"    0.80";"    1613";"    0.91"
"2213";"E006566 ";"E007022 ";"1999JJ00";"   30081";"    1.45";"   27159";"    0.87";"    1743";"    1.02"
"2214";"E006566 ";"E007022 ";"2000JJ00";"   30989";"    1.45";"   29352";"    0.94";"    1929";"    1.12"
"2215";"E006566 ";"E007022 ";"2001JJ00";"   32469";"    1.49";"   32868";"    1.03";"    2261";"    1.27"
"2216";"E006566 ";"E007022 ";"2002JJ00";"   35113";"    1.62";"   38245";"    1.19";"    2706";"    1.53"
"2217";"E006566 ";"E007022 ";"2003JJ00";"   34262";"    1.55";"   36196";"    1.08";"       .";"       ."
"2218";"E006566 ";"E007022 ";"2004JJ00";"   39396";"    1.69";"   44469";"    1.32";"       .";"       ."
"2219";"E006566 ";"E007022 ";"2005JJ00";"   47907";"    2.08";"   62604";"    1.87";"       .";"       ."
"2220";"E006566 ";"E007022 ";"2006JJ00";"   52156";"    2.28";"   66076";"    2.00";"       .";"       ."
"2221";"E006566 ";"E007022 ";"2007JJ00";"   60188";"    2.68";"   66248";"    2.01";"       .";"       ."
"2222";"E006566 ";"E007022 ";"2008JJ00";"   64823";"    2.84";"   75596";"    2.32";"       .";"       ."
"2223";"E006566 ";"E007022 ";"2009JJ00";"   73747";"    3.36";"   88309";"    2.73";"    6015";"    3.53"
"2224";"E006566 ";"E007022 ";"2010JJ00";"   71605";"    3.03";"   89687";"    2.58";"    6439";"    3.53"
"2225";"E006566 ";"E007022 ";"2011JJ00";"   76881";"    3.51";"   94834";"    2.93";"    6752";"    3.99"
"2226";"E006566 ";"E007022 ";"2012JJ00";"   78470";"    3.56";"   98772";"    3.04";"    7130";"    4.29"
"2227";"E006566 ";"E007022 ";"2013JJ00";"   75825";"    3.44";"   89523";"    2.82";"    6299";"    3.79"
"2228";"E006566 ";"E007022 ";"2014JJ00";"   77317";"    3.85";"   86925";"    2.86";"    5880";"    3.70"
"2229";"E006566 ";"E007022 ";"2015JJ00";"   78707";"    3.80";"   88918";"    2.85";"    6000";"    3.60"
"2230";"E006566 ";"E007022 ";"2016JJ00";"   75469";"    3.60";"   84539";"    2.68";"    5624";"    3.37"
"2231";"E006566 ";"E007022 ";"2017JJ00";"   82029";"    3.87";"   87048";"    2.75";"    5748";"    3.49"
"2232";"E006566 ";"E007022 ";"2018JJ00";"   92420";"    4.37";"   95178";"    3.06";"    6359";"    3.95"
"2233";"E006566 ";"E006607 ";"1990JJ00";"    2405";"    0.13";"    5585";"    0.20";"     399";"    0.24"
"2234";"E006566 ";"E006607 ";"1991JJ00";"    2689";"    0.14";"    6312";"    0.21";"     439";"    0.26"
"2235";"E006566 ";"E006607 ";"1992JJ00";"    2668";"    0.14";"    6120";"    0.21";"     419";"    0.24"
"2236";"E006566 ";"E006607 ";"1993JJ00";"    3073";"    0.15";"    6743";"    0.23";"     461";"    0.27"
"2237";"E006566 ";"E006607 ";"1994JJ00";"    3349";"    0.17";"    7326";"    0.24";"     512";"    0.29"
"2238";"E006566 ";"E006607 ";"1995JJ00";"    3633";"    0.18";"    7823";"    0.25";"     557";"    0.32"
"2239";"E006566 ";"E006607 ";"1996JJ00";"    4709";"    0.21";"    9978";"    0.31";"     709";"    0.39"
"2240";"E006566 ";"E006607 ";"1997JJ00";"    5249";"    0.25";"   10467";"    0.33";"     764";"    0.43"
"2241";"E006566 ";"E006607 ";"1998JJ00";"    5712";"    0.27";"   11410";"    0.36";"     832";"    0.47"
"2242";"E006566 ";"E006607 ";"1999JJ00";"    6430";"    0.31";"   13089";"    0.42";"     943";"    0.55"
"2243";"E006566 ";"E006607 ";"2000JJ00";"    7267";"    0.34";"   15194";"    0.49";"    1124";"    0.65"
"2244";"E006566 ";"E006607 ";"2001JJ00";"    8540";"    0.39";"   18879";"    0.59";"    1464";"    0.83"
"2245";"E006566 ";"E006607 ";"2002JJ00";"   10523";"    0.49";"   23228";"    0.72";"    1845";"    1.04"
"2246";"E006566 ";"E006607 ";"2003JJ00";"    9229";"    0.42";"   20502";"    0.61";"    1613";"    0.90"
"2247";"E006566 ";"E006607 ";"2004JJ00";"   11994";"    0.52";"   26589";"    0.79";"    2064";"    1.14"
"2248";"E006566 ";"E006607 ";"2005JJ00";"   19005";"    0.83";"   43354";"    1.29";"    3271";"    1.84"
"2249";"E006566 ";"E006607 ";"2006JJ00";"   18688";"    0.82";"   42901";"    1.30";"    3165";"    1.83"
"2250";"E006566 ";"E006607 ";"2007JJ00";"   14469";"    0.64";"   30897";"    0.94";"    2489";"    1.44"
"2251";"E006566 ";"E006607 ";"2008JJ00";"   18536";"    0.81";"   40365";"    1.24";"    3150";"    1.79"
"2252";"E006566 ";"E006607 ";"2009JJ00";"   22067";"    1.01";"   47541";"    1.47";"    3821";"    2.24"
"2253";"E006566 ";"E006607 ";"2010JJ00";"   25410";"    1.08";"   54719";"    1.58";"    4427";"    2.43"
"2254";"E006566 ";"E006607 ";"2011JJ00";"   25402";"    1.16";"   54004";"    1.67";"    4370";"    2.58"
"2255";"E006566 ";"E006607 ";"2012JJ00";"   26013";"    1.18";"   56638";"    1.74";"    4629";"    2.79"
"2256";"E006566 ";"E006607 ";"2013JJ00";"   21609";"    0.98";"   45355";"    1.43";"    3659";"    2.20"
"2257";"E006566 ";"E006607 ";"2014JJ00";"   18304";"    0.91";"   37971";"    1.25";"    2959";"    1.86"
"2258";"E006566 ";"E006607 ";"2015JJ00";"   18100";"    0.87";"   37410";"    1.20";"    2992";"    1.79"
"2259";"E006566 ";"E006607 ";"2016JJ00";"   18036";"    0.86";"   36278";"    1.15";"    2787";"    1.67"
"2260";"E006566 ";"E006607 ";"2017JJ00";"   17025";"    0.80";"   32236";"    1.02";"    2451";"    1.49"
"2261";"E006566 ";"E006607 ";"2018JJ00";"   16899";"    0.80";"   31724";"    1.02";"    2428";"    1.51"
"2262";"E006566 ";"E006608 ";"1990JJ00";"   18758";"    1.03";"    9674";"    0.34";"     549";"    0.34"
"2263";"E006566 ";"E006608 ";"1991JJ00";"   19066";"    0.98";"   10114";"    0.34";"     574";"    0.33"
"2264";"E006566 ";"E006608 ";"1992JJ00";"   19518";"    1.02";"   10492";"    0.36";"     596";"    0.35"
"2265";"E006566 ";"E006608 ";"1993JJ00";"   19715";"    0.99";"   10617";"    0.35";"     603";"    0.35"
"2266";"E006566 ";"E006608 ";"1994JJ00";"   19580";"    1.00";"   10223";"    0.34";"     581";"    0.33"
"2267";"E006566 ";"E006608 ";"1995JJ00";"   20087";"    0.99";"   10522";"    0.34";"     598";"    0.34"
"2268";"E006566 ";"E006608 ";"1996JJ00";"   21078";"    0.96";"   11334";"    0.35";"     644";"    0.35"
"2269";"E006566 ";"E006608 ";"1997JJ00";"   23147";"    1.09";"   13454";"    0.43";"     764";"    0.43"
"2270";"E006566 ";"E006608 ";"1998JJ00";"   23347";"    1.10";"   13735";"    0.44";"     781";"    0.44"
"2271";"E006566 ";"E006608 ";"1999JJ00";"   23651";"    1.14";"   14071";"    0.45";"     800";"    0.47"
"2272";"E006566 ";"E006608 ";"2000JJ00";"   23723";"    1.11";"   14158";"    0.45";"     805";"    0.47"
"2273";"E006566 ";"E006608 ";"2001JJ00";"   23929";"    1.10";"   13990";"    0.44";"     797";"    0.45"
"2274";"E006566 ";"E006608 ";"2002JJ00";"   24590";"    1.14";"   15018";"    0.47";"     861";"    0.49"
"2275";"E006566 ";"E006608 ";"2003JJ00";"   24898";"    1.13";"   15560";"    0.47";"       .";"       ."
"2276";"E006566 ";"E006608 ";"2004JJ00";"   27268";"    1.17";"   17746";"    0.52";"       .";"       ."
"2277";"E006566 ";"E006608 ";"2005JJ00";"   28800";"    1.25";"   19150";"    0.57";"       .";"       ."
"2278";"E006566 ";"E006608 ";"2006JJ00";"   31702";"    1.39";"   21408";"    0.65";"       .";"       ."
"2279";"E006566 ";"E006608 ";"2007JJ00";"   32689";"    1.45";"   22320";"    0.68";"       .";"       ."
"2280";"E006566 ";"E006608 ";"2008JJ00";"   34238";"    1.50";"   23183";"    0.71";"       .";"       ."
"2281";"E006566 ";"E006608 ";"2009JJ00";"   36075";"    1.64";"   25162";"    0.78";"    1464";"    0.86"
"2282";"E006566 ";"E006608 ";"2010JJ00";"   36618";"    1.55";"   25390";"    0.73";"    1493";"    0.82"
"2283";"E006566 ";"E006608 ";"2011JJ00";"   37694";"    1.72";"   27040";"    0.84";"    1570";"    0.93"
"2284";"E006566 ";"E006608 ";"2012JJ00";"   39583";"    1.80";"   29257";"    0.90";"    1694";"    1.02"
"2285";"E006566 ";"E006608 ";"2013JJ00";"   41788";"    1.89";"   31734";"    1.00";"    1825";"    1.10"
"2286";"E006566 ";"E006608 ";"2014JJ00";"   44640";"    2.22";"   34573";"    1.14";"    1975";"    1.24"
"2287";"E006566 ";"E006608 ";"2015JJ00";"   48036";"    2.32";"   38932";"    1.25";"    2215";"    1.33"
"2288";"E006566 ";"E006608 ";"2016JJ00";"   47531";"    2.27";"   38355";"    1.22";"    2184";"    1.31"
"2289";"E006566 ";"E006608 ";"2017JJ00";"   52313";"    2.47";"   42109";"    1.33";"    2423";"    1.47"
"2290";"E006566 ";"E006608 ";"2018JJ00";"   54279";"    2.57";"   42198";"    1.36";"    2448";"    1.52"
"2291";"E006566 ";"E007028 ";"1990JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2292";"E006566 ";"E007028 ";"1991JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2293";"E006566 ";"E007028 ";"1992JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2294";"E006566 ";"E007028 ";"1993JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2295";"E006566 ";"E007028 ";"1994JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2296";"E006566 ";"E007028 ";"1995JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2297";"E006566 ";"E007028 ";"1996JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2298";"E006566 ";"E007028 ";"1997JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2299";"E006566 ";"E007028 ";"1998JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2300";"E006566 ";"E007028 ";"1999JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2301";"E006566 ";"E007028 ";"2000JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2302";"E006566 ";"E007028 ";"2001JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2303";"E006566 ";"E007028 ";"2002JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"2304";"E006566 ";"E007028 ";"2003JJ00";"     134";"    0.01";"     134";"    0.00";"       .";"       ."
"2305";"E006566 ";"E007028 ";"2004JJ00";"     134";"    0.01";"     134";"    0.00";"       .";"       ."
"2306";"E006566 ";"E007028 ";"2005JJ00";"     101";"    0.00";"     101";"    0.00";"       .";"       ."
"2307";"E006566 ";"E007028 ";"2006JJ00";"    1766";"    0.08";"    1766";"    0.05";"       .";"       ."
"2308";"E006566 ";"E007028 ";"2007JJ00";"   13031";"    0.58";"   13031";"    0.40";"       .";"       ."
"2309";"E006566 ";"E007028 ";"2008JJ00";"   12048";"    0.53";"   12048";"    0.37";"       .";"       ."
"2310";"E006566 ";"E007028 ";"2009JJ00";"   15606";"    0.71";"   15606";"    0.48";"     730";"    0.43"
"2311";"E006566 ";"E007028 ";"2010JJ00";"    9577";"    0.41";"    9577";"    0.28";"     518";"    0.28"
"2312";"E006566 ";"E007028 ";"2011JJ00";"   13785";"    0.63";"   13790";"    0.43";"     812";"    0.48"
"2313";"E006566 ";"E007028 ";"2012JJ00";"   12873";"    0.58";"   12877";"    0.40";"     807";"    0.49"
"2314";"E006566 ";"E007028 ";"2013JJ00";"   12428";"    0.56";"   12433";"    0.39";"     815";"    0.49"
"2315";"E006566 ";"E007028 ";"2014JJ00";"   14373";"    0.72";"   14380";"    0.47";"     947";"    0.60"
"2316";"E006566 ";"E007028 ";"2015JJ00";"   12571";"    0.61";"   12576";"    0.40";"     793";"    0.48"
"2317";"E006566 ";"E007028 ";"2016JJ00";"    9902";"    0.47";"    9907";"    0.31";"     652";"    0.39"
"2318";"E006566 ";"E007028 ";"2017JJ00";"   12691";"    0.60";"   12703";"    0.40";"     874";"    0.53"
"2319";"E006566 ";"E007028 ";"2018JJ00";"   21242";"    1.00";"   21256";"    0.68";"    1482";"    0.92"
"2320";"E006661 ";"E007022 ";"1990JJ00";"    4145";"    0.23";"    6453";"    0.23";"     432";"    0.26"
"2321";"E006661 ";"E007022 ";"1991JJ00";"    4351";"    0.22";"    6982";"    0.24";"     459";"    0.27"
"2322";"E006661 ";"E007022 ";"1992JJ00";"    4289";"    0.22";"    6684";"    0.23";"     433";"    0.25"
"2323";"E006661 ";"E007022 ";"1993JJ00";"    4467";"    0.22";"    6771";"    0.23";"     440";"    0.26"
"2324";"E006661 ";"E007022 ";"1994JJ00";"    4104";"    0.21";"    6381";"    0.21";"     427";"    0.24"
"2325";"E006661 ";"E007022 ";"1995JJ00";"    4300";"    0.21";"    6593";"    0.21";"     447";"    0.26"
"2326";"E006661 ";"E007022 ";"1996JJ00";"    5692";"    0.26";"    8744";"    0.27";"     588";"    0.32"
"2327";"E006661 ";"E007022 ";"1997JJ00";"    8227";"    0.39";"   11177";"    0.36";"     751";"    0.43"
"2328";"E006661 ";"E007022 ";"1998JJ00";"    8724";"    0.41";"   11747";"    0.37";"     783";"    0.44"
"2329";"E006661 ";"E007022 ";"1999JJ00";"    9090";"    0.44";"   12357";"    0.40";"     812";"    0.47"
"2330";"E006661 ";"E007022 ";"2000JJ00";"    9126";"    0.43";"   12420";"    0.40";"     835";"    0.48"
"2331";"E006661 ";"E007022 ";"2001JJ00";"    9010";"    0.41";"   11814";"    0.37";"     793";"    0.45"
"2332";"E006661 ";"E007022 ";"2002JJ00";"    9365";"    0.43";"   12233";"    0.38";"     814";"    0.46"
"2333";"E006661 ";"E007022 ";"2003JJ00";"    9272";"    0.42";"   12386";"    0.37";"     821";"    0.46"
"2334";"E006661 ";"E007022 ";"2004JJ00";"    9441";"    0.41";"   12091";"    0.36";"     793";"    0.44"
"2335";"E006661 ";"E007022 ";"2005JJ00";"    9798";"    0.43";"   12793";"    0.38";"     834";"    0.47"
"2336";"E006661 ";"E007022 ";"2006JJ00";"   10646";"    0.47";"   13236";"    0.40";"     869";"    0.50"
"2337";"E006661 ";"E007022 ";"2007JJ00";"   10988";"    0.49";"   13860";"    0.42";"     904";"    0.52"
"2338";"E006661 ";"E007022 ";"2008JJ00";"   11711";"    0.51";"   14028";"    0.43";"     911";"    0.52"
"2339";"E006661 ";"E007022 ";"2009JJ00";"   13135";"    0.60";"   16087";"    0.50";"    1034";"    0.61"
"2340";"E006661 ";"E007022 ";"2010JJ00";"   14056";"    0.60";"   17436";"    0.50";"    1115";"    0.61"
"2341";"E006661 ";"E007022 ";"2011JJ00";"   16393";"    0.75";"   20900";"    0.65";"    1329";"    0.78"
"2342";"E006661 ";"E007022 ";"2012JJ00";"   17857";"    0.81";"   23950";"    0.74";"    1579";"    0.95"
"2343";"E006661 ";"E007022 ";"2013JJ00";"   18526";"    0.84";"   24112";"    0.76";"    1604";"    0.97"
"2344";"E006661 ";"E007022 ";"2014JJ00";"   18628";"    0.93";"   23680";"    0.78";"    1555";"    0.98"
"2345";"E006661 ";"E007022 ";"2015JJ00";"   20711";"    1.00";"   26462";"    0.85";"    1783";"    1.07"
"2346";"E006661 ";"E007022 ";"2016JJ00";"   20004";"    0.95";"   25680";"    0.81";"    1692";"    1.01"
"2347";"E006661 ";"E007022 ";"2017JJ00";"   19941";"    0.94";"   24813";"    0.78";"    1601";"    0.97"
"2348";"E006661 ";"E007022 ";"2018JJ00";"   16588";"    0.78";"   21910";"    0.70";"    1474";"    0.91"
"2349";"E006661 ";"E006607 ";"1990JJ00";"    1942";"    0.11";"    4446";"    0.16";"     318";"    0.19"
"2350";"E006661 ";"E006607 ";"1991JJ00";"    2118";"    0.11";"    4906";"    0.17";"     341";"    0.20"
"2351";"E006661 ";"E006607 ";"1992JJ00";"    2040";"    0.11";"    4596";"    0.16";"     314";"    0.18"
"2352";"E006661 ";"E006607 ";"1993JJ00";"    2283";"    0.11";"    4784";"    0.16";"     327";"    0.19"
"2353";"E006661 ";"E006607 ";"1994JJ00";"    2381";"    0.12";"    4909";"    0.16";"     343";"    0.20"
"2354";"E006661 ";"E006607 ";"1995JJ00";"    2530";"    0.12";"    5084";"    0.17";"     361";"    0.21"
"2355";"E006661 ";"E006607 ";"1996JJ00";"    3431";"    0.16";"    6870";"    0.21";"     482";"    0.26"
"2356";"E006661 ";"E006607 ";"1997JJ00";"    3990";"    0.19";"    7524";"    0.24";"     543";"    0.31"
"2357";"E006661 ";"E006607 ";"1998JJ00";"    4278";"    0.20";"    8063";"    0.26";"     573";"    0.32"
"2358";"E006661 ";"E006607 ";"1999JJ00";"    4540";"    0.22";"    8702";"    0.28";"     604";"    0.35"
"2359";"E006661 ";"E006607 ";"2000JJ00";"    4578";"    0.21";"    8947";"    0.29";"     638";"    0.37"
"2360";"E006661 ";"E006607 ";"2001JJ00";"    4370";"    0.20";"    8703";"    0.27";"     616";"    0.35"
"2361";"E006661 ";"E006607 ";"2002JJ00";"    4347";"    0.20";"    8609";"    0.27";"     609";"    0.34"
"2362";"E006661 ";"E006607 ";"2003JJ00";"    4347";"    0.20";"    8684";"    0.26";"     610";"    0.34"
"2363";"E006661 ";"E006607 ";"2004JJ00";"    4243";"    0.18";"    8277";"    0.24";"     576";"    0.32"
"2364";"E006661 ";"E006607 ";"2005JJ00";"    4557";"    0.20";"    8881";"    0.26";"     612";"    0.34"
"2365";"E006661 ";"E006607 ";"2006JJ00";"    4723";"    0.21";"    8938";"    0.27";"     625";"    0.36"
"2366";"E006661 ";"E006607 ";"2007JJ00";"    5022";"    0.22";"    9594";"    0.29";"     662";"    0.38"
"2367";"E006661 ";"E006607 ";"2008JJ00";"    5071";"    0.22";"    9510";"    0.29";"     655";"    0.37"
"2368";"E006661 ";"E006607 ";"2009JJ00";"    5659";"    0.26";"   10524";"    0.33";"     719";"    0.42"
"2369";"E006661 ";"E006607 ";"2010JJ00";"    6348";"    0.27";"   11890";"    0.34";"     801";"    0.44"
"2370";"E006661 ";"E006607 ";"2011JJ00";"    7324";"    0.33";"   13555";"    0.42";"     914";"    0.54"
"2371";"E006661 ";"E006607 ";"2012JJ00";"    8045";"    0.37";"   15462";"    0.48";"    1099";"    0.66"
"2372";"E006661 ";"E006607 ";"2013JJ00";"    7473";"    0.34";"   14153";"    0.45";"    1042";"    0.63"
"2373";"E006661 ";"E006607 ";"2014JJ00";"    6871";"    0.34";"   12849";"    0.42";"     944";"    0.59"
"2374";"E006661 ";"E006607 ";"2015JJ00";"    7188";"    0.35";"   13475";"    0.43";"    1050";"    0.63"
"2375";"E006661 ";"E006607 ";"2016JJ00";"    7218";"    0.34";"   13341";"    0.42";"     995";"    0.60"
"2376";"E006661 ";"E006607 ";"2017JJ00";"    6853";"    0.32";"   11926";"    0.38";"     872";"    0.53"
"2377";"E006661 ";"E006607 ";"2018JJ00";"    7820";"    0.37";"   14148";"    0.45";"    1034";"    0.64"
"2378";"E006661 ";"E006608 ";"1990JJ00";"    2203";"    0.12";"    2007";"    0.07";"     114";"    0.07"
"2379";"E006661 ";"E006608 ";"1991JJ00";"    2233";"    0.11";"    2076";"    0.07";"     118";"    0.07"
"2380";"E006661 ";"E006608 ";"1992JJ00";"    2249";"    0.12";"    2087";"    0.07";"     119";"    0.07"
"2381";"E006661 ";"E006608 ";"1993JJ00";"    2184";"    0.11";"    1988";"    0.07";"     113";"    0.07"
"2382";"E006661 ";"E006608 ";"1994JJ00";"    1723";"    0.09";"    1472";"    0.05";"      84";"    0.05"
"2383";"E006661 ";"E006608 ";"1995JJ00";"    1770";"    0.09";"    1509";"    0.05";"      86";"    0.05"
"2384";"E006661 ";"E006608 ";"1996JJ00";"    2261";"    0.10";"    1875";"    0.06";"     106";"    0.06"
"2385";"E006661 ";"E006608 ";"1997JJ00";"    4237";"    0.20";"    3652";"    0.12";"     207";"    0.12"
"2386";"E006661 ";"E006608 ";"1998JJ00";"    4446";"    0.21";"    3684";"    0.12";"     209";"    0.12"
"2387";"E006661 ";"E006608 ";"1999JJ00";"    4550";"    0.22";"    3655";"    0.12";"     208";"    0.12"
"2388";"E006661 ";"E006608 ";"2000JJ00";"    4548";"    0.21";"    3473";"    0.11";"     197";"    0.11"
"2389";"E006661 ";"E006608 ";"2001JJ00";"    4640";"    0.21";"    3111";"    0.10";"     177";"    0.10"
"2390";"E006661 ";"E006608 ";"2002JJ00";"    5018";"    0.23";"    3624";"    0.11";"     206";"    0.12"
"2391";"E006661 ";"E006608 ";"2003JJ00";"    4925";"    0.22";"    3703";"    0.11";"     210";"    0.12"
"2392";"E006661 ";"E006608 ";"2004JJ00";"    5198";"    0.22";"    3814";"    0.11";"     217";"    0.12"
"2393";"E006661 ";"E006608 ";"2005JJ00";"    5241";"    0.23";"    3911";"    0.12";"     222";"    0.12"
"2394";"E006661 ";"E006608 ";"2006JJ00";"    5923";"    0.26";"    4297";"    0.13";"     244";"    0.14"
"2395";"E006661 ";"E006608 ";"2007JJ00";"    5966";"    0.27";"    4266";"    0.13";"     242";"    0.14"
"2396";"E006661 ";"E006608 ";"2008JJ00";"    6640";"    0.29";"    4518";"    0.14";"     256";"    0.15"
"2397";"E006661 ";"E006608 ";"2009JJ00";"    7476";"    0.34";"    5563";"    0.17";"     315";"    0.18"
"2398";"E006661 ";"E006608 ";"2010JJ00";"    7708";"    0.33";"    5546";"    0.16";"     314";"    0.17"
"2399";"E006661 ";"E006608 ";"2011JJ00";"    9069";"    0.41";"    7345";"    0.23";"     415";"    0.25"
"2400";"E006661 ";"E006608 ";"2012JJ00";"    9812";"    0.45";"    8489";"    0.26";"     480";"    0.29"
"2401";"E006661 ";"E006608 ";"2013JJ00";"   11053";"    0.50";"    9960";"    0.31";"     563";"    0.34"
"2402";"E006661 ";"E006608 ";"2014JJ00";"   11757";"    0.59";"   10831";"    0.36";"     611";"    0.38"
"2403";"E006661 ";"E006608 ";"2015JJ00";"   13523";"    0.65";"   12987";"    0.42";"     734";"    0.44"
"2404";"E006661 ";"E006608 ";"2016JJ00";"   12785";"    0.61";"   12339";"    0.39";"     697";"    0.42"
"2405";"E006661 ";"E006608 ";"2017JJ00";"   13088";"    0.62";"   12887";"    0.41";"     729";"    0.44"
"2406";"E006661 ";"E006608 ";"2018JJ00";"    8768";"    0.41";"    7762";"    0.25";"     439";"    0.27"
"2407";"E006661 ";"E007028 ";"1990JJ00";"";"";"";"";"";""
"2408";"E006661 ";"E007028 ";"1991JJ00";"";"";"";"";"";""
"2409";"E006661 ";"E007028 ";"1992JJ00";"";"";"";"";"";""
"2410";"E006661 ";"E007028 ";"1993JJ00";"";"";"";"";"";""
"2411";"E006661 ";"E007028 ";"1994JJ00";"";"";"";"";"";""
"2412";"E006661 ";"E007028 ";"1995JJ00";"";"";"";"";"";""
"2413";"E006661 ";"E007028 ";"1996JJ00";"";"";"";"";"";""
"2414";"E006661 ";"E007028 ";"1997JJ00";"";"";"";"";"";""
"2415";"E006661 ";"E007028 ";"1998JJ00";"";"";"";"";"";""
"2416";"E006661 ";"E007028 ";"1999JJ00";"";"";"";"";"";""
"2417";"E006661 ";"E007028 ";"2000JJ00";"";"";"";"";"";""
"2418";"E006661 ";"E007028 ";"2001JJ00";"";"";"";"";"";""
"2419";"E006661 ";"E007028 ";"2002JJ00";"";"";"";"";"";""
"2420";"E006661 ";"E007028 ";"2003JJ00";"";"";"";"";"";""
"2421";"E006661 ";"E007028 ";"2004JJ00";"";"";"";"";"";""
"2422";"E006661 ";"E007028 ";"2005JJ00";"";"";"";"";"";""
"2423";"E006661 ";"E007028 ";"2006JJ00";"";"";"";"";"";""
"2424";"E006661 ";"E007028 ";"2007JJ00";"";"";"";"";"";""
"2425";"E006661 ";"E007028 ";"2008JJ00";"";"";"";"";"";""
"2426";"E006661 ";"E007028 ";"2009JJ00";"";"";"";"";"";""
"2427";"E006661 ";"E007028 ";"2010JJ00";"";"";"";"";"";""
"2428";"E006661 ";"E007028 ";"2011JJ00";"";"";"";"";"";""
"2429";"E006661 ";"E007028 ";"2012JJ00";"";"";"";"";"";""
"2430";"E006661 ";"E007028 ";"2013JJ00";"";"";"";"";"";""
"2431";"E006661 ";"E007028 ";"2014JJ00";"";"";"";"";"";""
"2432";"E006661 ";"E007028 ";"2015JJ00";"";"";"";"";"";""
"2433";"E006661 ";"E007028 ";"2016JJ00";"";"";"";"";"";""
"2434";"E006661 ";"E007028 ";"2017JJ00";"";"";"";"";"";""
"2435";"E006661 ";"E007028 ";"2018JJ00";"";"";"";"";"";""
"2436";"E006662 ";"E007022 ";"1990JJ00";"";"";"";"";"";""
"2437";"E006662 ";"E007022 ";"1991JJ00";"";"";"";"";"";""
"2438";"E006662 ";"E007022 ";"1992JJ00";"";"";"";"";"";""
"2439";"E006662 ";"E007022 ";"1993JJ00";"";"";"";"";"";""
"2440";"E006662 ";"E007022 ";"1994JJ00";"";"";"";"";"";""
"2441";"E006662 ";"E007022 ";"1995JJ00";"      16";"    0.00";"      33";"    0.00";"       3";"    0.00"
"2442";"E006662 ";"E007022 ";"1996JJ00";"     157";"    0.01";"     376";"    0.01";"      36";"    0.02"
"2443";"E006662 ";"E007022 ";"1997JJ00";"     150";"    0.01";"     357";"    0.01";"      34";"    0.02"
"2444";"E006662 ";"E007022 ";"1998JJ00";"     394";"    0.02";"     906";"    0.03";"      86";"    0.05"
