"ID";"BronTechniek";"Energietoepassingen";"Perioden";"BrutoEindverbruik_1";"BrutoEindverbruikRelatief_2";"VermedenVerbruik_3";"VermedenVerbruikRelatief_4";"VermedenEmissie_5";"VermedenEmissieRelatief_6"
"0";"T001028 ";"E007022 ";"1990JJ00";"   21772";"    1.20";"   16709";"    0.59";"    1051";"    0.64"
"1";"T001028 ";"E007022 ";"1991JJ00";"   22528";"    1.16";"   18291";"    0.62";"    1142";"    0.67"
"2";"T001028 ";"E007022 ";"1992JJ00";"   23188";"    1.21";"   19060";"    0.65";"    1181";"    0.69"
"3";"T001028 ";"E007022 ";"1993JJ00";"   23930";"    1.20";"   20182";"    0.67";"    1255";"    0.73"
"4";"T001028 ";"E007022 ";"1994JJ00";"   24303";"    1.24";"   20875";"    0.70";"    1322";"    0.75"
"5";"T001028 ";"E007022 ";"1995JJ00";"   25459";"    1.25";"   22579";"    0.73";"    1452";"    0.84"
"6";"T001028 ";"E007022 ";"1996JJ00";"   27993";"    1.27";"   26629";"    0.82";"    1721";"    0.94"
"7";"T001028 ";"E007022 ";"1997JJ00";"   30871";"    1.46";"   29603";"    0.94";"    1932";"    1.10"
"8";"T001028 ";"E007022 ";"1998JJ00";"   31932";"    1.51";"   31685";"    1.01";"    2071";"    1.17"
"9";"T001028 ";"E007022 ";"1999JJ00";"   33301";"    1.60";"   34480";"    1.11";"    2243";"    1.31"
"10";"T001028 ";"E007022 ";"2000JJ00";"   34689";"    1.62";"   37811";"    1.21";"    2521";"    1.46"
"11";"T001028 ";"E007022 ";"2001JJ00";"   36562";"    1.68";"   42342";"    1.32";"    2920";"    1.65"
"12";"T001028 ";"E007022 ";"2002JJ00";"   40076";"    1.85";"   49790";"    1.54";"    3508";"    1.99"
"13";"T001028 ";"E007022 ";"2003JJ00";"   40600";"    1.84";"   51012";"    1.53";"       .";"       ."
"14";"T001028 ";"E007022 ";"2004JJ00";"   47422";"    2.04";"   62982";"    1.86";"       .";"       ."
"15";"T001028 ";"E007022 ";"2005JJ00";"   57143";"    2.48";"   83761";"    2.50";"       .";"       ."
"16";"T001028 ";"E007022 ";"2006JJ00";"   63478";"    2.78";"   91560";"    2.78";"       .";"       ."
"17";"T001028 ";"E007022 ";"2007JJ00";"   74123";"    3.30";"   97307";"    2.95";"       .";"       ."
"18";"T001028 ";"E007022 ";"2008JJ00";"   82081";"    3.60";"  114329";"    3.50";"       .";"       ."
"19";"T001028 ";"E007022 ";"2009JJ00";"   93660";"    4.27";"  131753";"    4.07";"    8930";"    5.24"
"20";"T001028 ";"E007022 ";"2010JJ00";"   92411";"    3.92";"  133191";"    3.84";"    9310";"    5.10"
"21";"T001028 ";"E007022 ";"2011JJ00";"   99256";"    4.53";"  140106";"    4.33";"    9733";"    5.75"
"22";"T001028 ";"E007022 ";"2012JJ00";"  102676";"    4.66";"  148316";"    4.57";"   10543";"    6.35"
"23";"T001028 ";"E007022 ";"2013JJ00";"  103463";"    4.69";"  144697";"    4.55";"   10207";"    6.15"
"24";"T001028 ";"E007022 ";"2014JJ00";"  108835";"    5.42";"  150280";"    4.94";"   10357";"    6.52"
"25";"T001028 ";"E007022 ";"2015JJ00";"  117192";"    5.66";"  166920";"    5.36";"   11802";"    7.07"
"26";"T001028 ";"E007022 ";"2016JJ00";"  122177";"    5.83";"  180367";"    5.72";"   12513";"    7.49"
"27";"T001028 ";"E007022 ";"2017JJ00";"  136815";"    6.46";"  197281";"    6.22";"   13534";"    8.21"
"28";"T001028 ";"E007022 ";"2018JJ00";"  156100";"    7.38";"  220298";"    7.08";"   15179";"    9.42"
"29";"T001028 ";"E006607 ";"1990JJ00";"    2914";"    0.16";"    6946";"    0.24";"     497";"    0.30"
"30";"T001028 ";"E006607 ";"1991JJ00";"    3349";"    0.17";"    8075";"    0.27";"     562";"    0.33"
"31";"T001028 ";"E006607 ";"1992JJ00";"    3534";"    0.18";"    8441";"    0.29";"     577";"    0.34"
"32";"T001028 ";"E006607 ";"1993JJ00";"    4061";"    0.20";"    9414";"    0.31";"     643";"    0.37"
"33";"T001028 ";"E006607 ";"1994JJ00";"    4508";"    0.23";"   10450";"    0.35";"     730";"    0.42"
"34";"T001028 ";"E006607 ";"1995JJ00";"    5123";"    0.25";"   11808";"    0.38";"     840";"    0.48"
"35";"T001028 ";"E006607 ";"1996JJ00";"    6628";"    0.30";"   14988";"    0.46";"    1060";"    0.58"
"36";"T001028 ";"E006607 ";"1997JJ00";"    7362";"    0.35";"   15750";"    0.50";"    1145";"    0.65"
"37";"T001028 ";"E006607 ";"1998JJ00";"    8131";"    0.38";"   17441";"    0.55";"    1261";"    0.71"
"38";"T001028 ";"E006607 ";"1999JJ00";"    9108";"    0.44";"   19784";"    0.64";"    1408";"    0.82"
"39";"T001028 ";"E006607 ";"2000JJ00";"   10334";"    0.48";"   22919";"    0.73";"    1675";"    0.97"
"40";"T001028 ";"E006607 ";"2001JJ00";"   11907";"    0.55";"   27489";"    0.86";"    2074";"    1.17"
"41";"T001028 ";"E006607 ";"2002JJ00";"   14623";"    0.68";"   33741";"    1.05";"    2588";"    1.47"
"42";"T001028 ";"E006607 ";"2003JJ00";"   14573";"    0.66";"   34135";"    1.02";"    2571";"    1.43"
"43";"T001028 ";"E006607 ";"2004JJ00";"   18822";"    0.81";"   43743";"    1.29";"    3258";"    1.79"
"44";"T001028 ";"E006607 ";"2005JJ00";"   26814";"    1.17";"   62926";"    1.88";"    4620";"    2.60"
"45";"T001028 ";"E006607 ";"2006JJ00";"   28325";"    1.24";"   66523";"    2.02";"    4816";"    2.78"
"46";"T001028 ";"E006607 ";"2007JJ00";"   26359";"    1.17";"   59825";"    1.81";"    4485";"    2.59"
"47";"T001028 ";"E006607 ";"2008JJ00";"   33170";"    1.45";"   76498";"    2.34";"    5639";"    3.21"
"48";"T001028 ";"E006607 ";"2009JJ00";"   38719";"    1.76";"   87862";"    2.72";"    6575";"    3.86"
"49";"T001028 ";"E006607 ";"2010JJ00";"   42185";"    1.79";"   94376";"    2.72";"    7100";"    3.89"
"50";"T001028 ";"E006607 ";"2011JJ00";"   43147";"    1.97";"   95063";"    2.94";"    7137";"    4.21"
"51";"T001028 ";"E006607 ";"2012JJ00";"   44841";"    2.04";"  101516";"    3.13";"    7820";"    4.71"
"52";"T001028 ";"E006607 ";"2013JJ00";"   42771";"    1.94";"   94988";"    2.99";"    7312";"    4.40"
"53";"T001028 ";"E006607 ";"2014JJ00";"   42197";"    2.10";"   95167";"    3.13";"    7163";"    4.51"
"54";"T001028 ";"E006607 ";"2015JJ00";"   47347";"    2.29";"  108126";"    3.47";"    8501";"    5.09"
"55";"T001028 ";"E006607 ";"2016JJ00";"   54263";"    2.59";"  123788";"    3.92";"    9315";"    5.58"
"56";"T001028 ";"E006607 ";"2017JJ00";"   60011";"    2.83";"  133164";"    4.20";"    9829";"    5.96"
"57";"T001028 ";"E006607 ";"2018JJ00";"   66640";"    3.15";"  146328";"    4.70";"   10806";"    6.71"
"58";"T001028 ";"E006608 ";"1990JJ00";"   18858";"    1.04";"    9763";"    0.34";"     555";"    0.34"
"59";"T001028 ";"E006608 ";"1991JJ00";"   19179";"    0.98";"   10216";"    0.35";"     580";"    0.34"
"60";"T001028 ";"E006608 ";"1992JJ00";"   19654";"    1.02";"   10619";"    0.36";"     603";"    0.35"
"61";"T001028 ";"E006608 ";"1993JJ00";"   19868";"    1.00";"   10768";"    0.36";"     612";"    0.36"
"62";"T001028 ";"E006608 ";"1994JJ00";"   19795";"    1.01";"   10425";"    0.35";"     592";"    0.34"
"63";"T001028 ";"E006608 ";"1995JJ00";"   20335";"    1.00";"   10771";"    0.35";"     612";"    0.35"
"64";"T001028 ";"E006608 ";"1996JJ00";"   21365";"    0.97";"   11641";"    0.36";"     662";"    0.36"
"65";"T001028 ";"E006608 ";"1997JJ00";"   23508";"    1.11";"   13854";"    0.44";"     787";"    0.45"
"66";"T001028 ";"E006608 ";"1998JJ00";"   23801";"    1.12";"   14244";"    0.45";"     810";"    0.46"
"67";"T001028 ";"E006608 ";"1999JJ00";"   24193";"    1.16";"   14696";"    0.47";"     835";"    0.49"
"68";"T001028 ";"E006608 ";"2000JJ00";"   24355";"    1.14";"   14892";"    0.48";"     846";"    0.49"
"69";"T001028 ";"E006608 ";"2001JJ00";"   24655";"    1.13";"   14853";"    0.46";"     846";"    0.48"
"70";"T001028 ";"E006608 ";"2002JJ00";"   25453";"    1.18";"   16049";"    0.50";"     920";"    0.52"
"71";"T001028 ";"E006608 ";"2003JJ00";"   25893";"    1.17";"   16742";"    0.50";"       .";"       ."
"72";"T001028 ";"E006608 ";"2004JJ00";"   28466";"    1.22";"   19105";"    0.56";"       .";"       ."
"73";"T001028 ";"E006608 ";"2005JJ00";"   30228";"    1.31";"   20734";"    0.62";"       .";"       ."
"74";"T001028 ";"E006608 ";"2006JJ00";"   33387";"    1.46";"   23271";"    0.71";"       .";"       ."
"75";"T001028 ";"E006608 ";"2007JJ00";"   34734";"    1.55";"   24451";"    0.74";"       .";"       ."
"76";"T001028 ";"E006608 ";"2008JJ00";"   36863";"    1.62";"   25783";"    0.79";"       .";"       ."
"77";"T001028 ";"E006608 ";"2009JJ00";"   39335";"    1.79";"   28286";"    0.87";"    1625";"    0.95"
"78";"T001028 ";"E006608 ";"2010JJ00";"   40649";"    1.72";"   29237";"    0.84";"    1692";"    0.93"
"79";"T001028 ";"E006608 ";"2011JJ00";"   42324";"    1.93";"   31253";"    0.97";"    1784";"    1.05"
"80";"T001028 ";"E006608 ";"2012JJ00";"   44961";"    2.04";"   33923";"    1.04";"    1916";"    1.15"
"81";"T001028 ";"E006608 ";"2013JJ00";"   48264";"    2.19";"   37276";"    1.17";"    2080";"    1.25"
"82";"T001028 ";"E006608 ";"2014JJ00";"   52266";"    2.60";"   40733";"    1.34";"    2248";"    1.42"
"83";"T001028 ";"E006608 ";"2015JJ00";"   57274";"    2.77";"   46218";"    1.48";"    2508";"    1.50"
"84";"T001028 ";"E006608 ";"2016JJ00";"   58012";"    2.77";"   46672";"    1.48";"    2545";"    1.52"
"85";"T001028 ";"E006608 ";"2017JJ00";"   64113";"    3.03";"   51414";"    1.62";"    2832";"    1.72"
"86";"T001028 ";"E006608 ";"2018JJ00";"   68218";"    3.23";"   52713";"    1.69";"    2891";"    1.79"
"87";"T001028 ";"E007028 ";"1990JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"88";"T001028 ";"E007028 ";"1991JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"89";"T001028 ";"E007028 ";"1992JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"90";"T001028 ";"E007028 ";"1993JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"91";"T001028 ";"E007028 ";"1994JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"92";"T001028 ";"E007028 ";"1995JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"93";"T001028 ";"E007028 ";"1996JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"94";"T001028 ";"E007028 ";"1997JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"95";"T001028 ";"E007028 ";"1998JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"96";"T001028 ";"E007028 ";"1999JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"97";"T001028 ";"E007028 ";"2000JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"98";"T001028 ";"E007028 ";"2001JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"99";"T001028 ";"E007028 ";"2002JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"100";"T001028 ";"E007028 ";"2003JJ00";"     134";"    0.01";"     134";"    0.00";"       .";"       ."
"101";"T001028 ";"E007028 ";"2004JJ00";"     134";"    0.01";"     134";"    0.00";"       .";"       ."
"102";"T001028 ";"E007028 ";"2005JJ00";"     101";"    0.00";"     101";"    0.00";"       .";"       ."
"103";"T001028 ";"E007028 ";"2006JJ00";"    1766";"    0.08";"    1766";"    0.05";"       .";"       ."
"104";"T001028 ";"E007028 ";"2007JJ00";"   13031";"    0.58";"   13031";"    0.40";"       .";"       ."
"105";"T001028 ";"E007028 ";"2008JJ00";"   12048";"    0.53";"   12048";"    0.37";"       .";"       ."
"106";"T001028 ";"E007028 ";"2009JJ00";"   15606";"    0.71";"   15606";"    0.48";"     730";"    0.43"
"107";"T001028 ";"E007028 ";"2010JJ00";"    9577";"    0.41";"    9577";"    0.28";"     518";"    0.28"
"108";"T001028 ";"E007028 ";"2011JJ00";"   13785";"    0.63";"   13790";"    0.43";"     812";"    0.48"
"109";"T001028 ";"E007028 ";"2012JJ00";"   12873";"    0.58";"   12877";"    0.40";"     807";"    0.49"
"110";"T001028 ";"E007028 ";"2013JJ00";"   12428";"    0.56";"   12433";"    0.39";"     815";"    0.49"
"111";"T001028 ";"E007028 ";"2014JJ00";"   14373";"    0.72";"   14380";"    0.47";"     947";"    0.60"
"112";"T001028 ";"E007028 ";"2015JJ00";"   12571";"    0.61";"   12576";"    0.40";"     793";"    0.48"
"113";"T001028 ";"E007028 ";"2016JJ00";"    9902";"    0.47";"    9907";"    0.31";"     652";"    0.39"
"114";"T001028 ";"E007028 ";"2017JJ00";"   12691";"    0.60";"   12703";"    0.40";"     874";"    0.53"
"115";"T001028 ";"E007028 ";"2018JJ00";"   21242";"    1.00";"   21256";"    0.68";"    1482";"    0.92"
"116";"E006587 ";"E007022 ";"1990JJ00";"     306";"    0.02";"     818";"    0.03";"      59";"    0.04"
"117";"E006587 ";"E007022 ";"1991JJ00";"     340";"    0.02";"     910";"    0.03";"      63";"    0.04"
"118";"E006587 ";"E007022 ";"1992JJ00";"     371";"    0.02";"     994";"    0.03";"      68";"    0.04"
"119";"E006587 ";"E007022 ";"1993JJ00";"     361";"    0.02";"     975";"    0.03";"      67";"    0.04"
"120";"E006587 ";"E007022 ";"1994JJ00";"     361";"    0.02";"     972";"    0.03";"      68";"    0.04"
"121";"E006587 ";"E007022 ";"1995JJ00";"     353";"    0.02";"     945";"    0.03";"      67";"    0.04"
"122";"E006587 ";"E007022 ";"1996JJ00";"     344";"    0.02";"     898";"    0.03";"      63";"    0.03"
"123";"E006587 ";"E007022 ";"1997JJ00";"     342";"    0.02";"     856";"    0.03";"      62";"    0.04"
"124";"E006587 ";"E007022 ";"1998JJ00";"     349";"    0.02";"     871";"    0.03";"      62";"    0.03"
"125";"E006587 ";"E007022 ";"1999JJ00";"     347";"    0.02";"     867";"    0.03";"      60";"    0.04"
"126";"E006587 ";"E007022 ";"2000JJ00";"     362";"    0.02";"     911";"    0.03";"      65";"    0.04"
"127";"E006587 ";"E007022 ";"2001JJ00";"     367";"    0.02";"     938";"    0.03";"      66";"    0.04"
"128";"E006587 ";"E007022 ";"2002JJ00";"     369";"    0.02";"     946";"    0.03";"      67";"    0.04"
"129";"E006587 ";"E007022 ";"2003JJ00";"     361";"    0.02";"     921";"    0.03";"      65";"    0.04"
"130";"E006587 ";"E007022 ";"2004JJ00";"     360";"    0.02";"     904";"    0.03";"      63";"    0.03"
"131";"E006587 ";"E007022 ";"2005JJ00";"     361";"    0.02";"     904";"    0.03";"      62";"    0.04"
"132";"E006587 ";"E007022 ";"2006JJ00";"     361";"    0.02";"     885";"    0.03";"      62";"    0.04"
"133";"E006587 ";"E007022 ";"2007JJ00";"     358";"    0.02";"     871";"    0.03";"      60";"    0.03"
"134";"E006587 ";"E007022 ";"2008JJ00";"     360";"    0.02";"     890";"    0.03";"      61";"    0.03"
"135";"E006587 ";"E007022 ";"2009JJ00";"     360";"    0.02";"     872";"    0.03";"      60";"    0.03"
"136";"E006587 ";"E007022 ";"2010JJ00";"     364";"    0.02";"     861";"    0.02";"      58";"    0.03"
"137";"E006587 ";"E007022 ";"2011JJ00";"     358";"    0.02";"     826";"    0.03";"      56";"    0.03"
"138";"E006587 ";"E007022 ";"2012JJ00";"     361";"    0.02";"     863";"    0.03";"      61";"    0.04"
"139";"E006587 ";"E007022 ";"2013JJ00";"     362";"    0.02";"     854";"    0.03";"      63";"    0.04"
"140";"E006587 ";"E007022 ";"2014JJ00";"     367";"    0.02";"     885";"    0.03";"      65";"    0.04"
"141";"E006587 ";"E007022 ";"2015JJ00";"     355";"    0.02";"     858";"    0.03";"      67";"    0.04"
"142";"E006587 ";"E007022 ";"2016JJ00";"     351";"    0.02";"     821";"    0.03";"      61";"    0.04"
"143";"E006587 ";"E007022 ";"2017JJ00";"     339";"    0.02";"     761";"    0.02";"      56";"    0.03"
"144";"E006587 ";"E007022 ";"2018JJ00";"     340";"    0.02";"     761";"    0.02";"      56";"    0.03"
"145";"E006587 ";"E006607 ";"1990JJ00";"     306";"    0.02";"     818";"    0.03";"      59";"    0.04"
"146";"E006587 ";"E006607 ";"1991JJ00";"     340";"    0.02";"     910";"    0.03";"      63";"    0.04"
"147";"E006587 ";"E006607 ";"1992JJ00";"     371";"    0.02";"     994";"    0.03";"      68";"    0.04"
"148";"E006587 ";"E006607 ";"1993JJ00";"     361";"    0.02";"     975";"    0.03";"      67";"    0.04"
"149";"E006587 ";"E006607 ";"1994JJ00";"     361";"    0.02";"     972";"    0.03";"      68";"    0.04"
"150";"E006587 ";"E006607 ";"1995JJ00";"     353";"    0.02";"     945";"    0.03";"      67";"    0.04"
"151";"E006587 ";"E006607 ";"1996JJ00";"     344";"    0.02";"     898";"    0.03";"      63";"    0.03"
"152";"E006587 ";"E006607 ";"1997JJ00";"     342";"    0.02";"     856";"    0.03";"      62";"    0.04"
"153";"E006587 ";"E006607 ";"1998JJ00";"     349";"    0.02";"     871";"    0.03";"      62";"    0.03"
"154";"E006587 ";"E006607 ";"1999JJ00";"     347";"    0.02";"     867";"    0.03";"      60";"    0.04"
"155";"E006587 ";"E006607 ";"2000JJ00";"     362";"    0.02";"     911";"    0.03";"      65";"    0.04"
"156";"E006587 ";"E006607 ";"2001JJ00";"     367";"    0.02";"     938";"    0.03";"      66";"    0.04"
"157";"E006587 ";"E006607 ";"2002JJ00";"     369";"    0.02";"     946";"    0.03";"      67";"    0.04"
"158";"E006587 ";"E006607 ";"2003JJ00";"     361";"    0.02";"     921";"    0.03";"      65";"    0.04"
"159";"E006587 ";"E006607 ";"2004JJ00";"     360";"    0.02";"     904";"    0.03";"      63";"    0.03"
"160";"E006587 ";"E006607 ";"2005JJ00";"     361";"    0.02";"     904";"    0.03";"      62";"    0.04"
"161";"E006587 ";"E006607 ";"2006JJ00";"     361";"    0.02";"     885";"    0.03";"      62";"    0.04"
"162";"E006587 ";"E006607 ";"2007JJ00";"     358";"    0.02";"     871";"    0.03";"      60";"    0.03"
"163";"E006587 ";"E006607 ";"2008JJ00";"     360";"    0.02";"     890";"    0.03";"      61";"    0.03"
"164";"E006587 ";"E006607 ";"2009JJ00";"     360";"    0.02";"     872";"    0.03";"      60";"    0.03"
"165";"E006587 ";"E006607 ";"2010JJ00";"     364";"    0.02";"     861";"    0.02";"      58";"    0.03"
"166";"E006587 ";"E006607 ";"2011JJ00";"     358";"    0.02";"     826";"    0.03";"      56";"    0.03"
"167";"E006587 ";"E006607 ";"2012JJ00";"     361";"    0.02";"     863";"    0.03";"      61";"    0.04"
"168";"E006587 ";"E006607 ";"2013JJ00";"     362";"    0.02";"     854";"    0.03";"      63";"    0.04"
"169";"E006587 ";"E006607 ";"2014JJ00";"     367";"    0.02";"     885";"    0.03";"      65";"    0.04"
"170";"E006587 ";"E006607 ";"2015JJ00";"     355";"    0.02";"     858";"    0.03";"      67";"    0.04"
"171";"E006587 ";"E006607 ";"2016JJ00";"     351";"    0.02";"     821";"    0.03";"      61";"    0.04"
"172";"E006587 ";"E006607 ";"2017JJ00";"     339";"    0.02";"     761";"    0.02";"      56";"    0.03"
"173";"E006587 ";"E006607 ";"2018JJ00";"     340";"    0.02";"     761";"    0.02";"      56";"    0.03"
"174";"E006587 ";"E006608 ";"1990JJ00";"";"";"";"";"";""
"175";"E006587 ";"E006608 ";"1991JJ00";"";"";"";"";"";""
"176";"E006587 ";"E006608 ";"1992JJ00";"";"";"";"";"";""
"177";"E006587 ";"E006608 ";"1993JJ00";"";"";"";"";"";""
"178";"E006587 ";"E006608 ";"1994JJ00";"";"";"";"";"";""
"179";"E006587 ";"E006608 ";"1995JJ00";"";"";"";"";"";""
"180";"E006587 ";"E006608 ";"1996JJ00";"";"";"";"";"";""
"181";"E006587 ";"E006608 ";"1997JJ00";"";"";"";"";"";""
"182";"E006587 ";"E006608 ";"1998JJ00";"";"";"";"";"";""
"183";"E006587 ";"E006608 ";"1999JJ00";"";"";"";"";"";""
"184";"E006587 ";"E006608 ";"2000JJ00";"";"";"";"";"";""
"185";"E006587 ";"E006608 ";"2001JJ00";"";"";"";"";"";""
"186";"E006587 ";"E006608 ";"2002JJ00";"";"";"";"";"";""
"187";"E006587 ";"E006608 ";"2003JJ00";"";"";"";"";"";""
"188";"E006587 ";"E006608 ";"2004JJ00";"";"";"";"";"";""
"189";"E006587 ";"E006608 ";"2005JJ00";"";"";"";"";"";""
"190";"E006587 ";"E006608 ";"2006JJ00";"";"";"";"";"";""
"191";"E006587 ";"E006608 ";"2007JJ00";"";"";"";"";"";""
"192";"E006587 ";"E006608 ";"2008JJ00";"";"";"";"";"";""
"193";"E006587 ";"E006608 ";"2009JJ00";"";"";"";"";"";""
"194";"E006587 ";"E006608 ";"2010JJ00";"";"";"";"";"";""
"195";"E006587 ";"E006608 ";"2011JJ00";"";"";"";"";"";""
"196";"E006587 ";"E006608 ";"2012JJ00";"";"";"";"";"";""
"197";"E006587 ";"E006608 ";"2013JJ00";"";"";"";"";"";""
"198";"E006587 ";"E006608 ";"2014JJ00";"";"";"";"";"";""
"199";"E006587 ";"E006608 ";"2015JJ00";"";"";"";"";"";""
"200";"E006587 ";"E006608 ";"2016JJ00";"";"";"";"";"";""
"201";"E006587 ";"E006608 ";"2017JJ00";"";"";"";"";"";""
"202";"E006587 ";"E006608 ";"2018JJ00";"";"";"";"";"";""
"203";"E006587 ";"E007028 ";"1990JJ00";"";"";"";"";"";""
"204";"E006587 ";"E007028 ";"1991JJ00";"";"";"";"";"";""
"205";"E006587 ";"E007028 ";"1992JJ00";"";"";"";"";"";""
"206";"E006587 ";"E007028 ";"1993JJ00";"";"";"";"";"";""
"207";"E006587 ";"E007028 ";"1994JJ00";"";"";"";"";"";""
"208";"E006587 ";"E007028 ";"1995JJ00";"";"";"";"";"";""
"209";"E006587 ";"E007028 ";"1996JJ00";"";"";"";"";"";""
"210";"E006587 ";"E007028 ";"1997JJ00";"";"";"";"";"";""
"211";"E006587 ";"E007028 ";"1998JJ00";"";"";"";"";"";""
"212";"E006587 ";"E007028 ";"1999JJ00";"";"";"";"";"";""
"213";"E006587 ";"E007028 ";"2000JJ00";"";"";"";"";"";""
"214";"E006587 ";"E007028 ";"2001JJ00";"";"";"";"";"";""
"215";"E006587 ";"E007028 ";"2002JJ00";"";"";"";"";"";""
"216";"E006587 ";"E007028 ";"2003JJ00";"";"";"";"";"";""
"217";"E006587 ";"E007028 ";"2004JJ00";"";"";"";"";"";""
"218";"E006587 ";"E007028 ";"2005JJ00";"";"";"";"";"";""
"219";"E006587 ";"E007028 ";"2006JJ00";"";"";"";"";"";""
"220";"E006587 ";"E007028 ";"2007JJ00";"";"";"";"";"";""
"221";"E006587 ";"E007028 ";"2008JJ00";"";"";"";"";"";""
"222";"E006587 ";"E007028 ";"2009JJ00";"";"";"";"";"";""
"223";"E006587 ";"E007028 ";"2010JJ00";"";"";"";"";"";""
"224";"E006587 ";"E007028 ";"2011JJ00";"";"";"";"";"";""
"225";"E006587 ";"E007028 ";"2012JJ00";"";"";"";"";"";""
"226";"E006587 ";"E007028 ";"2013JJ00";"";"";"";"";"";""
"227";"E006587 ";"E007028 ";"2014JJ00";"";"";"";"";"";""
"228";"E006587 ";"E007028 ";"2015JJ00";"";"";"";"";"";""
"229";"E006587 ";"E007028 ";"2016JJ00";"";"";"";"";"";""
"230";"E006587 ";"E007028 ";"2017JJ00";"";"";"";"";"";""
"231";"E006587 ";"E007028 ";"2018JJ00";"";"";"";"";"";""
"232";"E006588 ";"E007022 ";"1990JJ00";"     202";"    0.01";"     539";"    0.02";"      39";"    0.02"
"233";"E006588 ";"E007022 ";"1991JJ00";"     317";"    0.02";"     847";"    0.03";"      59";"    0.03"
"234";"E006588 ";"E007022 ";"1992JJ00";"     492";"    0.03";"    1319";"    0.05";"      90";"    0.05"
"235";"E006588 ";"E007022 ";"1993JJ00";"     624";"    0.03";"    1686";"    0.06";"     115";"    0.07"
"236";"E006588 ";"E007022 ";"1994JJ00";"     794";"    0.04";"    2140";"    0.07";"     150";"    0.09"
"237";"E006588 ";"E007022 ";"1995JJ00";"    1132";"    0.06";"    3025";"    0.10";"     215";"    0.12"
"238";"E006588 ";"E007022 ";"1996JJ00";"    1568";"    0.07";"    4093";"    0.13";"     287";"    0.16"
"239";"E006588 ";"E007022 ";"1997JJ00";"    1761";"    0.08";"    4403";"    0.14";"     318";"    0.18"
"240";"E006588 ";"E007022 ";"1998JJ00";"    2056";"    0.10";"    5128";"    0.16";"     365";"    0.21"
"241";"E006588 ";"E007022 ";"1999JJ00";"    2312";"    0.11";"    5780";"    0.19";"     401";"    0.23"
"242";"E006588 ";"E007022 ";"2000JJ00";"    2678";"    0.13";"    6745";"    0.22";"     481";"    0.28"
"243";"E006588 ";"E007022 ";"2001JJ00";"    2958";"    0.14";"    7565";"    0.24";"     536";"    0.30"
"244";"E006588 ";"E007022 ";"2002JJ00";"    3672";"    0.17";"    9416";"    0.29";"     666";"    0.38"
"245";"E006588 ";"E007022 ";"2003JJ00";"    4892";"    0.22";"   12479";"    0.37";"     877";"    0.49"
"246";"E006588 ";"E007022 ";"2004JJ00";"    6347";"    0.27";"   15946";"    0.47";"    1110";"    0.61"
"247";"E006588 ";"E007022 ";"2005JJ00";"    7321";"    0.32";"   18348";"    0.55";"    1264";"    0.71"
"248";"E006588 ";"E007022 ";"2006JJ00";"    9145";"    0.40";"   22414";"    0.68";"    1567";"    0.91"
"249";"E006588 ";"E007022 ";"2007JJ00";"   11396";"    0.51";"   27728";"    0.84";"    1913";"    1.11"
"250";"E006588 ";"E007022 ";"2008JJ00";"   14131";"    0.62";"   34890";"    1.07";"    2404";"    1.37"
"251";"E006588 ";"E007022 ";"2009JJ00";"   16131";"    0.73";"   39058";"    1.21";"    2668";"    1.57"
"252";"E006588 ";"E007022 ";"2010JJ00";"   16210";"    0.69";"   38320";"    1.10";"    2583";"    1.42"
"253";"E006588 ";"E007022 ";"2011JJ00";"   17010";"    0.78";"   39367";"    1.22";"    2653";"    1.57"
"254";"E006588 ";"E007022 ";"2012JJ00";"   17780";"    0.81";"   42378";"    1.30";"    3013";"    1.81"
"255";"E006588 ";"E007022 ";"2013JJ00";"   19324";"    0.88";"   45298";"    1.43";"    3334";"    2.01"
"256";"E006588 ";"E007022 ";"2014JJ00";"   20914";"    1.04";"   50020";"    1.65";"    3676";"    2.31"
"257";"E006588 ";"E007022 ";"2015JJ00";"   24900";"    1.20";"   60218";"    1.93";"    4691";"    2.81"
"258";"E006588 ";"E007022 ";"2016JJ00";"   30110";"    1.44";"   73216";"    2.32";"    5462";"    3.27"
"259";"E006588 ";"E007022 ";"2017JJ00";"   34710";"    1.64";"   82374";"    2.60";"    6022";"    3.65"
"260";"E006588 ";"E007022 ";"2018JJ00";"   36106";"    1.71";"   84033";"    2.70";"    6143";"    3.81"
"261";"E006588 ";"E006607 ";"1990JJ00";"     202";"    0.01";"     539";"    0.02";"      39";"    0.02"
